Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned
99999999,JSH35-120-220 BELLOWS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,jsh35 120 220 bellows,bearings,linear products,linear products,uncoded linear products
99999999,SHS25-280L(GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 280l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,JSH55-250-1750 BELLOWS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,jsh55 250 1750 bellows,bearings,linear products,linear products,uncoded linear products
99999999,N1H25-3048-Z LINEAR RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h25 3048 z linear rail,bearings,linear products,linear products,uncoded linear products
99999999,NAH20EMZ-L2P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah20emz l2p,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V2ZZ+460L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v2zz 460l,bearings,linear products,linear products,uncoded linear products
99999999,NAH25EM-L2P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah25em l2p,bearings,linear products,linear products,uncoded linear products
99999999,SHS35C2ZZ+520L G=20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35c2zz 520l g 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS 25 +2440L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs 25 2440l,bearings,linear products,linear products,uncoded linear products
99999999,SHS35 C 1 KK 280 G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 c 1 kk 280 g 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS35 C 1 KK 280 G=2,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 c 1 kk 280 g 2,bearings,linear products,linear products,uncoded linear products
99999999,WE-R-21-R-180-H,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,we r 21 r 180 h,bearings,linear products,linear products,uncoded linear products
99999999,SHS25V1QZSS+220L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25v1qzss 220l,bearings,linear products,linear products,uncoded linear products
99999999,SHS25C1QZSS+340L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25c1qzss 340l,bearings,linear products,linear products,uncoded linear products
99999999,RWU35-F-L-120/930/120-V3-G2,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,rwu35 f l 120 930 120 v3 g2,bearings,linear products,linear products,uncoded linear products
99999999,NAH35AN-L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nah35an l,bearings,linear products,linear products,uncoded linear products
99999999,KWSE35-V1-G3 CARRIAGE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,kwse35 v1 g3 carriage,bearings,linear products,linear products,uncoded linear products
99999999,NH651900EM2PCZ-K1,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nh651900em2pcz k1,bearings,linear products,linear products,uncoded linear products
99999999,SHS20C2QZSS+340L RAIL ASSY,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs20c2qzss 340l rail assy,bearings,linear products,linear products,uncoded linear products
99999999,HRX25C1SSC0H (GK),BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hrx25c1ssc0h gk,bearings,linear products,linear products,uncoded linear products
99999999,SHS30V2ZZ+280L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs30v2zz 280l,bearings,linear products,linear products,uncoded linear products
99999999,N1H350520Z,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,n1h350520z,bearings,linear products,linear products,uncoded linear products
99999999,SHS35-440L  G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 440l g 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS35+760L RAIL G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 760l rail g 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS25 +220 G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 220 g 20,bearings,linear products,linear products,uncoded linear products
99999999,SHS35+440,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs35 440,bearings,linear products,linear products,uncoded linear products
99999999,SHS45-365L RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs45 365l rail,bearings,linear products,linear products,uncoded linear products
99999999,SSR15XTB1SS+640LY,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,ssr15xtb1ss 640ly,bearings,linear products,linear products,uncoded linear products
99999999,SHS30+2680LG  G=20 817A38226,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs30 2680lg g 20 817a38226,bearings,linear products,linear products,uncoded linear products
99999999,SHS30C2SS+680L  G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs30c2ss 680l g 20,bearings,linear products,linear products,uncoded linear products
99999999,001E25126005200 HSR25C2SS + 520L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,001e25126005200 hsr25c2ss 520l,bearings,linear products,linear products,uncoded linear products
99999999,HSR25+520L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr25 520l,bearings,linear products,linear products,uncoded linear products
99999999,SBI25FLK1 SBC LINEAR,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sbi25flk1 sbc linear,bearings,linear products,linear products,uncoded linear products
99999999,"3 OD X 2-1/2  X 2"" ID UHMW TUBE",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,3 od x 2 1 2 x 2 id uhmw tube,bearings,linear products,linear products,uncoded linear products
99999999,"3 OD X 2-1/2 ID X 5"" UHMW TUBE",BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,3 od x 2 1 2 id x 5 uhmw tube,bearings,linear products,linear products,uncoded linear products
99999999,SHS15+220L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs15 220l,bearings,linear products,linear products,uncoded linear products
99999999,SSEB13-395 LINEAR GUIDE ASSEMBLY,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sseb13 395 linear guide assembly,bearings,linear products,linear products,uncoded linear products
99999999,1794561-2 ROUND GEAR RACK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1794561 2 round gear rack,bearings,linear products,linear products,uncoded linear products
99999999,CR20R-2500,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,cr20r 2500,bearings,linear products,linear products,uncoded linear products
99999999,MSD 15 M RR FZN,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,msd 15 m rr fzn,bearings,linear products,linear products,uncoded linear products
99999999,471152,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,471152,bearings,linear products,linear products,uncoded linear products
99999999,LAW27ELZ-K1P,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,law27elz k1p,bearings,linear products,linear products,uncoded linear products
99999999,006721616012300 SHW21CR1SS+1230L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,006721616012300 shw21cr1ss 1230l,bearings,linear products,linear products,uncoded linear products
99999999,SHW21CR1SS+1200L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21cr1ss 1200l,bearings,linear products,linear products,uncoded linear products
99999999,SHW21CR1SS+1230L LINEAR RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21cr1ss 1230l linear rail,bearings,linear products,linear products,uncoded linear products
99999999,MGW09-C-Z0-H-M,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,mgw09 c z0 h m,bearings,linear products,linear products,uncoded linear products
99999999,MGW09HZ0HM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,mgw09hz0hm,bearings,linear products,linear products,uncoded linear products
99999999,SHS25+112L G=26,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 112l g 26,bearings,linear products,linear products,uncoded linear products
99999999,SHS55LC2SS+2580L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs55lc2ss 2580l,bearings,linear products,linear products,uncoded linear products
99999999,SHS25+1975  G1= 30MM G2 = 25MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 1975 g1 30mm g2 25mm,bearings,linear products,linear products,uncoded linear products
99999999,006721616002300 SHW21CR1SS+230L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,006721616002300 shw21cr1ss 230l,bearings,linear products,linear products,uncoded linear products
99999999,SHW21-1300L(GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21 1300l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,SHS25LC1SS 220L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25lc1ss 220l,bearings,linear products,linear products,uncoded linear products
99999999,NH250240AN1PCTF30,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,nh250240an1pctf30,bearings,linear products,linear products,uncoded linear products
99999999,TKSD20/2160-30/30/AAABG3- 30/30,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,tksd20 2160 30 30 aaabg3 30 30,bearings,linear products,linear products,uncoded linear products
99999999,TKSD35/11080- 20/20/AAAB-G2-20/20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,tksd35 11080 20 20 aaab g2 20 20,bearings,linear products,linear products,uncoded linear products
99999999,SUGINO SELFEEDER ES3P-2A-1318 LUC,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sugino selfeeder es3p 2a 1318 luc,bearings,linear products,linear products,uncoded linear products
99999999,RWU35-F-L-120/930/120-V3-G2 CARRIAGE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,rwu35 f l 120 930 120 v3 g2 carriage,bearings,linear products,linear products,uncoded linear products
99999999,SHS 20 L260 G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs 20 l260 g 20,bearings,linear products,linear products,uncoded linear products
99999999,2298458 LUNF 30 D-2LS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,2298458 lunf 30 d 2ls,bearings,linear products,linear products,uncoded linear products
99999999,HRS15C1UUC1+90L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hrs15c1uuc1 90l,bearings,linear products,linear products,uncoded linear products
99999999,HSR20C1UU,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr20c1uu,bearings,linear products,linear products,uncoded linear products
99999999,BLK-2020-3-6900-J1KZ,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,blk 2020 3 6900 j1kz,bearings,linear products,linear products,uncoded linear products
99999999,HSR30C1UU,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr30c1uu,bearings,linear products,linear products,uncoded linear products
99999999,BLK-2525-3-6500-J1ZZ,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,blk 2525 3 6500 j1zz,bearings,linear products,linear products,uncoded linear products
99999999,BTK-2510V-5-3350-J1K,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,btk 2510v 5 3350 j1k,bearings,linear products,linear products,uncoded linear products
99999999,SR20-642MM G=20,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,sr20 642mm g 20,bearings,linear products,linear products,uncoded linear products
99999999,3000T LINEAR ASSEMBLY REPLACEMENT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,3000t linear assembly replacement,bearings,linear products,linear products,uncoded linear products
99999999,MKS 3001A CLAMPING UNIT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,mks 3001a clamping unit,bearings,linear products,linear products,uncoded linear products
99999999,MK 3501A CLAMPING UNIT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,mk 3501a clamping unit,bearings,linear products,linear products,uncoded linear products
99999999,SHW21CR1SS+1230L (GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21cr1ss 1230l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,SHW21-1300L (GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21 1300l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,SHS25-1975L(GK) RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shs25 1975l gk rail,bearings,linear products,linear products,uncoded linear products
99999999,REPAIR 7TH AXIS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,repair 7th axis,bearings,linear products,linear products,uncoded linear products
99999999,0055-000-90-159000,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,0055 000 90 159000,bearings,linear products,linear products,uncoded linear products
99999999,BTK-2510V-5-3ZZ-NUT,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,btk 2510v 5 3zz nut,bearings,linear products,linear products,uncoded linear products
99999999,R162272323,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r162272323,bearings,linear products,linear products,uncoded linear products
99999999,1848100 ROUND TOOTHED RACK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1848100 round toothed rack,bearings,linear products,linear products,uncoded linear products
99999999,R180535331 X 1556MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r180535331 x 1556mm,bearings,linear products,linear products,uncoded linear products
99999999,R180535331 X 1436MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r180535331 x 1436mm,bearings,linear products,linear products,uncoded linear products
99999999,SRS12WNUU+160LM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,srs12wnuu 160lm,bearings,linear products,linear products,uncoded linear products
99999999,1455.040.025.052X41 LINKS+FA/MA,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,1455 040 025 052x41 links fa ma,bearings,linear products,linear products,uncoded linear products
99999999,SHW21-1830L,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,shw21 1830l,bearings,linear products,linear products,uncoded linear products
99999999,BTK3210V-5.3ZZ+350LT-J1K,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,btk3210v 5 3zz 350lt j1k,bearings,linear products,linear products,uncoded linear products
99999999,R18512232X R.RUNNER BLOCK CS RWD-025-FNS,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r18512232x r runner block cs rwd 025 fns,bearings,linear products,linear products,uncoded linear products
99999999,R18513132X R.RUNNER BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r18513132x r runner block,bearings,linear products,linear products,uncoded linear products
99999999,R900424267 DBDS 20 K1X/100,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r900424267 dbds 20 k1x 100,bearings,linear products,linear products,uncoded linear products
99999999,RUSH FEE,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,rush fee,bearings,linear products,linear products,uncoded linear products
99999999,HSR15-640L RAIL,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,hsr15 640l rail,bearings,linear products,linear products,uncoded linear products
99999999,SRS12WNUU(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,srs12wnuu gk block,bearings,linear products,linear products,uncoded linear products
99999999,R180535331 X 1116MM,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,r180535331 x 1116mm,bearings,linear products,linear products,uncoded linear products
99999999,RWJT122U2S-12-STDX-STDX-S,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,rwjt122u2s 12 stdx stdx s,bearings,linear products,linear products,uncoded linear products
99999999,202E25622200000 SHS25LR1SSC1(GK) BLOCK,BEARINGS,LINEAR PRODUCTS,LINEAR PRODUCTS,UNCODED LINEAR PRODUCTS,Motion,202e25622200000 shs25lr1ssc1 gk block,bearings,linear products,linear products,uncoded linear products
99999999,JWB32423,MISCELLANEOUS,MISC,MISC,MISC,Motion,jwb32423,miscellaneous,misc,misc,misc
99999999,EXPIDITE CHARGE,MISCELLANEOUS,MISC,MISC,MISC,Motion,expidite charge,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY COST ADJUSTMENT,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only cost adjustment,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGHT ADJUSTEMNT,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freight adjustemnt,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGHT ADJUSTMENT,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freight adjustment,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGHT ADJUSTMENT DEC,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freight adjustment dec,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGHT ADJUSTMENT JULY,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freight adjustment july,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGHT ADJUSTMENT MAY,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freight adjustment may,miscellaneous,misc,misc,misc
99999999,A21-1351-2  M8 SQ NUT FIXING POSITION,MISCELLANEOUS,MISC,MISC,MISC,Motion,a21 1351 2 m8 sq nut fixing position,miscellaneous,misc,misc,misc
99999999,AFTER HOURS FEE,MISCELLANEOUS,MISC,MISC,MISC,Motion,after hours fee,miscellaneous,misc,misc,misc
99999999,CREDIT FOR FREIGHT ON INV# 524523,MISCELLANEOUS,MISC,MISC,MISC,Motion,credit for freight on inv 524523,miscellaneous,misc,misc,misc
99999999,FREIGHT CREDIT ONLY,MISCELLANEOUS,MISC,MISC,MISC,Motion,freight credit only,miscellaneous,misc,misc,misc
99999999,MCGILL AFTERHOURS,MISCELLANEOUS,MISC,MISC,MISC,Motion,mcgill afterhours,miscellaneous,misc,misc,misc
99999999,MOTION AFTERHOURS,MISCELLANEOUS,MISC,MISC,MISC,Motion,motion afterhours,miscellaneous,misc,misc,misc
99999999,TEARDOWN + RUSH + TOOLING,MISCELLANEOUS,MISC,MISC,MISC,Motion,teardown rush tooling,miscellaneous,misc,misc,misc
99999999,64R100929CDW GEAR RACK,MISCELLANEOUS,MISC,MISC,MISC,Motion,64r100929cdw gear rack,miscellaneous,misc,misc,misc
99999999,64R100930CDW GEAR RACK,MISCELLANEOUS,MISC,MISC,MISC,Motion,64r100930cdw gear rack,miscellaneous,misc,misc,misc
99999999,EXPEDITE FEE-5-7 WEEK DELIVERY,MISCELLANEOUS,MISC,MISC,MISC,Motion,expedite fee 5 7 week delivery,miscellaneous,misc,misc,misc
99999999,2117-001-109 ROTATING UNION 3/4 NPT RH,MISCELLANEOUS,MISC,MISC,MISC,Motion,2117 001 109 rotating union 3 4 npt rh,miscellaneous,misc,misc,misc
99999999,BOOKS ONLY FREIGT ADJUSTMENT,MISCELLANEOUS,MISC,MISC,MISC,Motion,books only freigt adjustment,miscellaneous,misc,misc,misc
99999999,INVENTORY REVERSAL,MISCELLANEOUS,MISC,MISC,MISC,Motion,inventory reversal,miscellaneous,misc,misc,misc
99999999,MJ62F63 - F63 6X3/8 RD S/C 320X STK,MISCELLANEOUS,MISC,MISC,MISC,Motion,mj62f63 f63 6x3 8 rd s c 320x stk,miscellaneous,misc,misc,misc
99999999,FT-5477 SEAL,MISCELLANEOUS,MISC,MISC,MISC,Motion,ft 5477 seal,miscellaneous,misc,misc,misc
99999999,IN-COMING FREIGHT CHARGES,MISCELLANEOUS,MISC,MISC,MISC,Motion,in coming freight charges,miscellaneous,misc,misc,misc
99999999,ZIMMER INBOUND CHARGE,MISCELLANEOUS,MISC,MISC,MISC,Motion,zimmer inbound charge,miscellaneous,misc,misc,misc
99999999,ZIMMER INBOUND FREIGHT CHARGE,MISCELLANEOUS,MISC,MISC,MISC,Motion,zimmer inbound freight charge,miscellaneous,misc,misc,misc
99999999,FREIGHT CREDIT,MISCELLANEOUS,MISC,MISC,MISC,Motion,freight credit,miscellaneous,misc,misc,misc
99999999,RUSH SERVICE,MISCELLANEOUS,MISC,MISC,MISC,Motion,rush service,miscellaneous,misc,misc,misc
99999999,AFTER HOURS CHARGE,MISCELLANEOUS,MISC,MISC,MISC,Motion,after hours charge,miscellaneous,misc,misc,misc
99999999,PMI-30-Y POWER MODULE REPAIR,MISCELLANEOUS,MISC,MISC,MISC,Motion,pmi 30 y power module repair,miscellaneous,misc,misc,misc
99999999,1542952,MISCELLANEOUS,MISC,MISC,MISC,Motion,1542952,miscellaneous,misc,misc,misc
99999999,CTA242 REMOTE TERMINAL,MISCELLANEOUS,MISC,MISC,MISC,Motion,cta242 remote terminal,miscellaneous,misc,misc,misc
99999999,MTL200 SERIES TOP STRAIGHT LOCK,MISCELLANEOUS,MISC,MISC,MISC,Motion,mtl200 series top straight lock,miscellaneous,misc,misc,misc
99999999,L.750.125.TO NITROGEN GAS SPRING,MISCELLANEOUS,MISC,MISC,MISC,Motion,l 750 125 to nitrogen gas spring,miscellaneous,misc,misc,misc
99999999,6M3K-MTF-6G-6MP-6MP-72 0AL,MISCELLANEOUS,MISC,MISC,MISC,Motion,6m3k mtf 6g 6mp 6mp 72 0al,miscellaneous,misc,misc,misc
99999999,NKI60/25-XL NEEDLE BEARINGS,MISCELLANEOUS,MISC,MISC,MISC,Motion,nki60 25 xl needle bearings,miscellaneous,misc,misc,misc
99999999,TAX ONLY CREDIT,MISCELLANEOUS,MISC,MISC,MISC,Motion,tax only credit,miscellaneous,misc,misc,misc
99999999,10H1-27708 VGA SPLITTER,MISCELLANEOUS,MISC,MISC,MISC,Motion,10h1 27708 vga splitter,miscellaneous,misc,misc,misc
99999999,CONTINUOUS HINGE,MISCELLANEOUS,MISC,MISC,MISC,Motion,continuous hinge,miscellaneous,misc,misc,misc
99999999,CR-02 14.5 14.5 CERAMIC TYPE K THERMOCPL,MISCELLANEOUS,MISC,MISC,MISC,Motion,cr 02 14 5 14 5 ceramic type k thermocpl,miscellaneous,misc,misc,misc
99999999,HSPRP-3-30-A1 3MM X 30MM SPIRAL ROLL PIN,MISCELLANEOUS,MISC,MISC,MISC,Motion,hsprp 3 30 a1 3mm x 30mm spiral roll pin,miscellaneous,misc,misc,misc
99999999,N4H430C-15S,MISCELLANEOUS,MISC,MISC,MISC,Motion,n4h430c 15s,miscellaneous,misc,misc,misc
99999999,PICATINNY RAIL,MISCELLANEOUS,MISC,MISC,MISC,Motion,picatinny rail,miscellaneous,misc,misc,misc
99999999,RED LASER,MISCELLANEOUS,MISC,MISC,MISC,Motion,red laser,miscellaneous,misc,misc,misc
99999999,SD68BS200 POP AVDEL,MISCELLANEOUS,MISC,MISC,MISC,Motion,sd68bs200 pop avdel,miscellaneous,misc,misc,misc
99999999,SK9042.1,MISCELLANEOUS,MISC,MISC,MISC,Motion,sk9042 1,miscellaneous,misc,misc,misc
99999999,AFTER HOURS,MISCELLANEOUS,MISC,MISC,MISC,Motion,after hours,miscellaneous,misc,misc,misc
99999999,FC300-40,MISCELLANEOUS,MISC,MISC,MISC,Motion,fc300 40,miscellaneous,misc,misc,misc
99999999,"135473 EPI2339-0021 IO-LINK BOX,",MISCELLANEOUS,MISC,MISC,MISC,Motion,135473 epi2339 0021 io link box,miscellaneous,misc,misc,misc
99999999,EXPEDITE FEE,MISCELLANEOUS,MISC,MISC,MISC,Motion,expedite fee,miscellaneous,misc,misc,misc
