Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta
03397255,C9622-2 VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,c9622 2 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7548795819282532,0.245120418,"Gasses, Automation Mechanical, General","0.7549, 0.7953, 0.8642",Gasses,0.251570916,Gasses,0.0404,0.098
03544424,SV1-10-C-8H-24DG 02-177874 VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,sv1 10 c 8h 24dg 02 177874 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7601770997047425,0.2398229,"Gasses, Automation Mechanical, Tools","0.7602, 0.7940, 0.8648",Gasses,0.246715224,Gasses,0.0338,0.0814
05431541,R900561288 4WE 6 J6X/EG24N9K4,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,r900561288 4we 6 j6x eg24n9k4,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7809713363647461,0.219028664,"Gasses, Automation Mechanical, Tools","0.7810, 0.8183, 0.8540",Gasses,0.220975983,Gasses,0.0373,0.0727
00381181,CVU 25 EFP1 B29 45 31,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,cvu 25 efp1 b29 45 31,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7920537829399109,0.207946217,"Gasses, Automation Mechanical, Tools","0.7921, 0.8128, 0.8719",Gasses,0.21275593,Gasses,0.0207,0.0652
00415227,CVU 16 EFP1 B29 19 31,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,cvu 16 efp1 b29 19 31,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7975327253341675,0.202467275,"Gasses, Automation Mechanical, Tools","0.7975, 0.8204, 0.8817",Gasses,0.211042833,Gasses,0.0229,0.0636
05414605,C.090.100 GAS SPRING,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,c 090 100 gas spring,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7336026668548584,0.266397333,"Gasses, Automation Mechanical, Tools","0.7336, 0.7971, 0.8599",Gasses,0.266047537,Gasses,0.0635,0.0989
07646210,"18C40228 3/4"" RELIEF VALVE",FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,18c40228 3 4 relief valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,,,0.7915765881538392,0.208423412,"Gasses, Automation Mechanical, General","0.7916, 0.8079, 0.8744",Gasses,0.237072992,Gasses,0.0163,0.0738
08216737,DG03-2A-24VDC90DN,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,dg03 2a 24vdc90dn,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7687394618988038,0.231260538,"Gasses, Automation Mechanical, Tools","0.7687, 0.8180, 0.8634",Gasses,0.227503192,Gasses,0.0493,0.0766
00379088,BKDG 3 698,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,bkdg 3 698,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,,,0.7939929246902466,0.206007075,"Gasses, Automation Mechanical, Cutting Tools","0.7940, 0.8200, 0.8701",Gasses,0.214842486,Gasses,0.026,0.0732
04502067,W7476C4332 VALVE 120 VOLT,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,w7476c4332 valve 120 volt,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7523347616195679,0.247665238,"Gasses, Automation Mechanical, Cutting Tools","0.7523, 0.7953, 0.8661",Gasses,0.243896401,Gasses,0.043,0.0919
09166484,"3531HA 1""  6GPM",FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,3531ha 1 6gpm,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,,,0.7915137171745301,0.208486283,"Gasses, Automation Mechanical, Tools","0.7915, 0.8205, 0.8726",Gasses,0.232959211,Gasses,0.029,0.0915
04674321,IS-2P-15-75-SR-PN,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",UTILITY VALVES,Motion,is 2p 15 75 sr pn,fluid power,hyd components,hyd flw pres dir con vlvs,utility valves,Gasses,,,0.7875296831130982,0.212470317,"Gasses, Automation Mechanical, General","0.7875, 0.8028, 0.8604",Gasses,0.232595825,Gasses,0.0153,0.0642
00378980,BK255657,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,bk255657,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,,,0.7929336428642273,0.207066357,"Gasses, Automation Mechanical, Cutting Tools","0.7929, 0.8189, 0.8735",Gasses,0.211709678,Gasses,0.026,0.07
02045327,2768C4900  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,2768c4900 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.762823486328125,0.237176514,"Gasses, Automation Mechanical, Cutting Tools","0.7628, 0.7926, 0.8660",Gasses,0.241638327,Gasses,0.0298,0.0837
07271234,SW10-0A150  BRASS SAFETY VALVE 150 PSI,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,sw10 0a150 brass safety valve 150 psi,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7676217913627625,0.232378209,"Gasses, Automation Mechanical, Cutting Tools","0.7676, 0.7842, 0.8568",Gasses,0.26040889,Gasses,0.0166,0.0913
12325565,W192-24-24U CD61 SAE STRAIGHT,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS","VALVE SUBPLATES,BOLTS,ETC",Motion,w192 24 24u cd61 sae straight,fluid power,hyd components,hyd flw pres dir con vlvs,valve subplates bolts etc,Gasses,,,0.7870804905891419,0.212919509,"Gasses, Automation Mechanical, General","0.7871, 0.7985, 0.8504",Gasses,0.262037015,Gasses,0.0114,0.0678
05583195,W7476B2332W POPPET VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,w7476b2332w poppet valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7661872863769532,0.233812714,"Gasses, Automation Mechanical, Cutting Tools","0.7662, 0.7900, 0.8601",Gasses,0.238630176,Gasses,0.0238,0.0832
01839219,2768C5900  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,2768c5900 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,,,0.7561020135879517,0.243897986,"Gasses, Automation Mechanical, Cutting Tools","0.7561, 0.7911, 0.8579",Gasses,0.324619544,Gasses,0.035,0.0603
00382436,DG4S4 016C B 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4s4 016c b 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7916766762733459,0.208323324,"Gasses, Automation Mechanical, Cutting Tools","0.7917, 0.8090, 0.8777",Gasses,0.22717005,Gasses,0.0173,0.0616
00392698,DG4S4 012A U B 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4s4 012a u b 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7933932304382325,0.20660677,"Gasses, Automation Mechanical, Cutting Tools","0.7934, 0.8112, 0.8828",Gasses,0.228765655,Gasses,0.0178,0.0598
00398920,DG4V 3S 2AL M U B5 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3s 2al m u b5 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.787116014957428,0.212883985,"Gasses, Automation Mechanical, Tools","0.7871, 0.8042, 0.8703",Gasses,0.241061807,Gasses,0.0171,0.0758
00421692,DG4V 3 6C M FW B6 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 6c m fw b6 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7931645274162293,0.206835473,"Gasses, Automation Mechanical, Tools","0.7932, 0.8062, 0.8699",Gasses,0.2375422,Gasses,0.013,0.0762
03554603,SSG01-E3X-RC115E31  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,ssg01 e3x rc115e31 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7801878929138184,0.219812107,"Gasses, Automation Mechanical, General","0.7802, 0.7965, 0.8674",Gasses,0.236132085,Gasses,0.0163,0.0786
03683377,DSG 03 2D2 D24 50 DIR. VALVE SOL.,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dsg 03 2d2 d24 50 dir valve sol,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7685816645622254,0.231418335,"Gasses, Automation Mechanical, Cutting Tools","0.7686, 0.7849, 0.8792",Gasses,0.263742518,Gasses,0.0163,0.0765
03872274,RV5-10-S-0-35 VALV ADUST RELIEF 17-240,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,rv5 10 s 0 35 valv adust relief 17 240,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7659753561019899,0.234024644,"Gasses, Automation Mechanical, Tools","0.7660, 0.8051, 0.8729",Gasses,0.239880335,Gasses,0.0391,0.0774
05943097,R901205987 3DREP6C-2X/25EG24N9K4/M-6,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r901205987 3drep6c 2x 25eg24n9k4 m 6,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7789945960044862,0.221005404,"Gasses, Automation Mechanical, Tools","0.7790, 0.8184, 0.8710",Gasses,0.240370131,Gasses,0.0394,0.0791
08202016,R901455270 4WE6J6X/EG24N9K4=UR VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r901455270 4we6j6x eg24n9k4 ur valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7578784108161927,0.242121589,"Gasses, Automation Mechanical, General","0.7579, 0.7916, 0.8670",Gasses,0.254504991,Gasses,0.0337,0.0954
13102242,DHE-0713P/WP-X 110/50/60AC 20,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dhe 0713p wp x 110 50 60ac 20,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7884825110435486,0.211517489,"Gasses, Automation Mechanical, Tools","0.7885, 0.8117, 0.8714",Gasses,0.228276432,Gasses,0.0232,0.061
01455616,DG4V 3 6CM FTWL H7 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 6cm ftwl h7 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7813202977180481,0.218679702,"Gasses, Automation Mechanical, Cutting Tools","0.7813, 0.7960, 0.8737",Gasses,0.243083251,Gasses,0.0147,0.0806
04319037,DG4V-3-2N-M-U-H7-60-EN21 VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 2n m u h7 60 en21 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7585471510887146,0.241452849,"Gasses, Automation Mechanical, General","0.7585, 0.7889, 0.8710",Gasses,0.256425345,Gasses,0.0304,0.0798
07033422,DG4V 3   8C V M U H7 61 EN21 02-155394,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 8c v m u h7 61 en21 02 155394,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.766360890865326,0.233639109,"Gasses, Automation Mechanical, Tools","0.7664, 0.8019, 0.8692",Gasses,0.24992404,Gasses,0.0355,0.0755
08905518,KBDG4V-5-2C50N-Z-M1-PE7-H7-11,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,kbdg4v 5 2c50n z m1 pe7 h7 11,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7759819388389587,0.224018061,"Gasses, Automation Mechanical, Tools","0.7760, 0.7980, 0.8685",Gasses,0.227972806,Gasses,0.022,0.0724
02391768,DG4V4-012C-M-U-H-5-10,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v4 012c m u h 5 10,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7895539999008179,0.210446,"Gasses, Automation Mechanical, Tools","0.7896, 0.8106, 0.8803",Gasses,0.233510971,Gasses,0.021,0.0719
06954854,"8210G088   3/4"" 2W NC 120/60, 110/50V",FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,8210g088 3 4 2w nc 120 60 110 50v,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7692510604858399,0.23074894,"Gasses, Automation Mechanical, Tools","0.7693, 0.7947, 0.8562",Gasses,0.245084333,Gasses,0.0254,0.0732
08773367,KSO-G02-4CP-30-EN,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,kso g02 4cp 30 en,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7963283777236939,0.203671622,"Gasses, Automation Mechanical, Tools","0.7963, 0.8088, 0.8761",Gasses,0.225431442,Gasses,0.0125,0.0721
00382640,DG4V 3S 6C M FW B5 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3s 6c m fw b5 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7931182980537415,0.206881702,"Gasses, Automation Mechanical, Tools","0.7931, 0.8045, 0.8675",Gasses,0.235505116,Gasses,0.0114,0.0735
02727564,R900021389 SOLENOID COIL GZ45-4 24V,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r900021389 solenoid coil gz45 4 24v,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7708761930465698,0.229123807,"Gasses, Automation Mechanical, Tools","0.7709, 0.7947, 0.8694",Gasses,0.240787077,Gasses,0.0238,0.0788
02131317,DSG 03 2D2 D24 N 5090 DIR. VALVE SOL.,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dsg 03 2d2 d24 n 5090 dir valve sol,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.76042218208313,0.239577818,"Gasses, Automation Mechanical, General","0.7604, 0.7817, 0.8791",Gasses,0.267026925,Gasses,0.0213,0.0796
13698924,DG4V-5-6CJ-M-U-H7-22 DIRECTIONAL VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 5 6cj m u h7 22 directional valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7685114622116089,0.231488538,"Gasses, Automation Mechanical, General","0.7685, 0.7873, 0.8670",Gasses,0.248366141,Gasses,0.0188,0.0767
02501888,DG4V3S2NMUB560 EN21  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v3s2nmub560 en21 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7717319250106812,0.228268075,"Gasses, Automation Mechanical, General","0.7717, 0.7906, 0.8678",Gasses,0.240544629,Gasses,0.0189,0.0699
08907127,B31HBB553C  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,b31hbb553c valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7651133060455323,0.234886694,"Gasses, Automation Mechanical, General","0.7651, 0.7894, 0.8713",Gasses,0.252218962,Gasses,0.0243,0.0976
02468915,DG4V 3    6C  M U H7 60 EN21,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 6c m u h7 60 en21,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7760791778564453,0.223920822,"Gasses, Automation Mechanical, Tools","0.7761, 0.8094, 0.8751",Gasses,0.244719505,Gasses,0.0333,0.0726
00382440,DG4S4 016C U H 60 VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4s4 016c u h 60 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7713683009147645,0.228631699,"Gasses, Automation Mechanical, General","0.7714, 0.7832, 0.8619",Gasses,0.256244719,Gasses,0.0118,0.0781
05153546,KXG-6-W250-3-Z-M-U-H1-10 02-155997,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,kxg 6 w250 3 z m u h1 10 02 155997,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.782165813446045,0.217834187,"Gasses, Automation Mechanical, Tools","0.7822, 0.8059, 0.8682",Gasses,0.244556558,Gasses,0.0237,0.079
13579030,R900702586 VTDFPEA2XG224K02AOFV017,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r900702586 vtdfpea2xg224k02aofv017,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7767719626426698,0.223228037,"Gasses, Automation Mechanical, Tools","0.7768, 0.8160, 0.8736",Gasses,0.224249864,Gasses,0.0392,0.0743
00399118,DG4V 3 2C MFPA 5WL H 760,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 2c mfpa 5wl h 760,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7947336077690125,0.205266392,"Gasses, Automation Mechanical, General","0.7947, 0.8133, 0.8877",Gasses,0.233449519,Gasses,0.0186,0.0852
02468897,DG4V 3  2A MUH7 60 EN21,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 2a muh7 60 en21,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7859195351600647,0.214080465,"Gasses, Automation Mechanical, Tools","0.7859, 0.8133, 0.8748",Gasses,0.231779659,Gasses,0.0274,0.0671
14856908,"R934001457,OD653117140000-VPI8ADT09.17K3",FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r934001457 od653117140000 vpi8adt09 17k3,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7618963479995727,0.238103652,"Gasses, Automation Mechanical, Tools","0.7619, 0.8180, 0.8805",Gasses,0.235306311,Gasses,0.0561,0.0827
04235689,ULCSV/R02400 COIL 24VDC,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,ulcsv r02400 coil 24vdc,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.776053261756897,0.223946738,"Gasses, Automation Mechanical, Tools","0.7761, 0.7941, 0.8839",Gasses,0.245022357,Gasses,0.018,0.074
05159355,DG5V8H33CTMUH10,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg5v8h33ctmuh10,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7924345731735231,0.207565427,"Gasses, Automation Mechanical, Tools","0.7924, 0.8101, 0.8778",Gasses,0.209161448,Gasses,0.0177,0.0584
00399020,DG4V 3 2C M U B6 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 2c m u b6 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7937832474708558,0.206216753,"Gasses, Automation Mechanical, Tools","0.7938, 0.8082, 0.8783",Gasses,0.236505723,Gasses,0.0144,0.0776
00399171,DG4V 3 2A M FTWL B6 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3 2a m ftwl b6 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7865715980529786,0.213428402,"Gasses, Automation Mechanical, Tools","0.7866, 0.8013, 0.8718",Gasses,0.243930578,Gasses,0.0147,0.0825
00399442,DG4V 3S 6C M FPA5WL B5 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3s 6c m fpa5wl b5 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7917948603630066,0.20820514,"Gasses, Automation Mechanical, Tools","0.7918, 0.8064, 0.8892",Gasses,0.231231439,Gasses,0.0146,0.0765
02391773,DG4V4-012N-M-U-B-5-10,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v4 012n m u b 5 10,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7914735078811647,0.208526492,"Gasses, Automation Mechanical, Cutting Tools","0.7915, 0.8135, 0.8853",Gasses,0.226366115,Gasses,0.022,0.067
02240749,407B67S31CAA4  AUTOMATIC VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,407b67s31caa4 automatic valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7635441780090332,0.236455822,"Gasses, Automation Mechanical, General","0.7635, 0.7761, 0.8639",Gasses,0.233997488,Gasses,0.0126,0.0648
13094451,DH-0832/2 74,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dh 0832 2 74,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7716474056243897,0.228352594,"Gasses, Automation Mechanical, Cutting Tools","0.7716, 0.7975, 0.8726",Gasses,0.24199692,Gasses,0.0259,0.0677
14099972,667-24,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,667 24,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7908394336700441,0.209160566,"Gasses, Automation Mechanical, Tools","0.7908, 0.8226, 0.9001",Gasses,0.212790203,Gasses,0.0318,0.0617
14403066,DKZOR-TEB-SN-NP-171-L5/Q,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dkzor teb sn np 171 l5 q,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7731517791748047,0.226848221,"Gasses, Automation Mechanical, Cutting Tools","0.7732, 0.8183, 0.8735",Gasses,0.240826154,Gasses,0.0451,0.0787
00399300,DG4V 3S 6A M U B5 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v 3s 6a m u b5 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7955893158912659,0.204410684,"Gasses, Automation Mechanical, Tools","0.7956, 0.8065, 0.8717",Gasses,0.233964205,Gasses,0.0109,0.0692
14430247,BV214A-CB0-00-BCEA-CTC VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,bv214a cb0 00 bcea ctc valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7754786133766175,0.224521387,"Gasses, Automation Mechanical, General","0.7755, 0.7926, 0.8591",Gasses,0.250024498,Gasses,0.0171,0.0835
00382849,DG4S4W 012A B 60,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4s4w 012a b 60,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7878655552864076,0.212134445,"Gasses, Automation Mechanical, Tools","0.7879, 0.8088, 0.8717",Gasses,0.23295399,Gasses,0.0209,0.0601
14134639,R900551703 4WE6J6X/EW110N9K4,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,r900551703 4we6j6x ew110n9k4,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,,,0.7784908771514892,0.221509123,"Gasses, Automation Mechanical, Tools","0.7785, 0.8133, 0.8630",Gasses,0.225969779,Gasses,0.0348,0.0702
